Id,SalePrice
1461,130480.9375
1462,157786.46875
1463,174214.546875
1464,190598.515625
1465,210875.765625
1466,184052.28125
1467,171010.6875
1468,175009.6875
1469,182874.46875
1470,118968.90625
1471,197749.5
1472,93038.578125
1473,90581.5
1474,153102.375
1475,140483.140625
1476,409448.125
1477,299343.625
1478,309958.03125
1479,270405.09375
1480,550473.0
1481,333302.09375
1482,215688.078125
1483,172546.328125
1484,171580.484375
1485,153451.1875
1486,194239.25
1487,373869.8125
1488,256920.625
1489,225801.8125
1490,213272.078125
1491,191326.34375
1492,94362.0859375
1493,207103.3125
1494,264747.46875
1495,250461.390625
1496,225841.578125
1497,177079.1875
1498,142217.234375
1499,139061.125
1500,131459.78125
1501,182013.84375
1502,120212.8359375
1503,325946.5625
1504,213903.609375
1505,229839.375
1506,159601.921875
1507,211991.90625
1508,187601.40625
1509,168544.234375
1510,147703.375
1511,144881.921875
1512,158905.78125
1513,192469.703125
1514,127484.40625
1515,185535.65625
1516,134763.28125
1517,167048.59375
1518,128451.71875
1519,237459.96875
1520,131192.078125
1521,138977.015625
1522,162941.3125
1523,116439.3984375
1524,136460.109375
1525,122256.7421875
1526,133441.59375
1527,117319.953125
1528,139629.3125
1529,139408.25
1530,168757.421875
1531,124084.0859375
1532,108648.6015625
1533,142695.265625
1534,113770.890625
1535,149159.6875
1536,119439.4921875
1537,60240.234375
1538,164396.703125
1539,240626.0
1540,117909.4140625
1541,145640.875
1542,158736.765625
1543,162648.421875
1544,79343.28125
1545,103357.7578125
1546,131439.265625
1547,152276.171875
1548,146163.234375
1549,122399.1171875
1550,134844.421875
1551,106343.0703125
1552,129745.8984375
1553,175924.59375
1554,119648.953125
1555,197835.390625
1556,75847.453125
1557,102745.3671875
1558,81902.40625
1559,114575.8515625
1560,134846.6875
1561,115580.546875
1562,126703.90625
1563,130557.09375
1564,154624.578125
1565,150015.078125
1566,237601.796875
1567,61827.9140625
1568,221389.09375
1569,137659.03125
1570,140184.25
1571,132571.1875
1572,144982.4375
1573,238045.828125
1574,76662.7109375
1575,214372.09375
1576,219554.765625
1577,212225.1875
1578,154330.28125
1579,120061.7890625
1580,183189.046875
1581,134128.0625
1582,128487.28125
1583,286651.5625
1584,240721.0
1585,123485.609375
1586,76071.9609375
1587,122928.5
1588,147045.828125
1589,97429.5
1590,130756.2421875
1591,110235.3203125
1592,116710.0078125
1593,118236.6484375
1594,164864.1875
1595,115254.8203125
1596,248454.0
1597,195428.328125
1598,196614.03125
1599,194935.703125
1600,192593.328125
1601,77699.8515625
1602,126055.296875
1603,110762.484375
1604,263345.5625
1605,226360.953125
1606,168267.0625
1607,177900.90625
1608,221114.96875
1609,214089.90625
1610,151908.40625
1611,156464.421875
1612,159834.234375
1613,169291.78125
1614,114097.9765625
1615,87098.4921875
1616,76791.734375
1617,82661.1328125
1618,128282.8359375
1619,124336.421875
1620,148210.84375
1621,115072.515625
1622,141987.203125
1623,270538.65625
1624,224465.796875
1625,127306.9140625
1626,159349.546875
1627,196433.078125
1628,264060.8125
1629,181019.9375
1630,361816.4375
1631,246166.90625
1632,262763.0625
1633,163360.21875
1634,186205.296875
1635,173357.109375
1636,159609.953125
1637,173680.296875
1638,213078.53125
1639,191612.15625
1640,274596.6875
1641,172449.25
1642,226656.703125
1643,229651.6875
1644,217205.5
1645,177304.71875
1646,155917.609375
1647,158051.578125
1648,138182.8125
1649,135169.640625
1650,114499.453125
1651,126506.84375
1652,91772.8671875
1653,99224.828125
1654,142544.671875
1655,119930.8046875
1656,147689.515625
1657,146978.078125
1658,146570.453125
1659,142154.234375
1660,160639.375
1661,470372.25
1662,424643.28125
1663,329620.40625
1664,472348.21875
1665,334947.90625
1666,276886.25
1667,362188.5625
1668,342167.25
1669,303086.09375
1670,303335.15625
1671,258589.53125
1672,471771.25
1673,298994.84375
1674,248136.671875
1675,188893.796875
1676,199240.96875
1677,231807.921875
1678,444505.40625
1679,350532.1875
1680,375221.90625
1681,294628.625
1682,249635.8125
1683,179401.328125
1684,171397.375
1685,175119.015625
1686,180824.3125
1687,148222.75
1688,185925.890625
1689,196716.96875
1690,180349.671875
1691,153208.15625
1692,250244.921875
1693,150083.796875
1694,178856.609375
1695,175674.671875
1696,259547.5625
1697,190740.125
1698,347107.40625
1699,360667.96875
1700,255372.40625
1701,281072.90625
1702,300658.5625
1703,289437.0625
1704,276401.125
1705,267139.9375
1706,453735.40625
1707,223194.828125
1708,234350.9375
1709,304683.125
1710,251529.703125
1711,229857.609375
1712,297102.46875
1713,258498.40625
1714,216896.484375
1715,196826.609375
1716,205780.46875
1717,163147.25
1718,160016.515625
1719,201421.28125
1720,249789.84375
1721,170483.75
1722,121086.328125
1723,126623.140625
1724,223861.71875
1725,247945.03125
1726,195679.1875
1727,174778.28125
1728,181129.34375
1729,148713.84375
1730,142203.21875
1731,119204.21875
1732,130958.0
1733,115229.0390625
1734,117835.9375
1735,127112.1796875
1736,119145.8515625
1737,363545.21875
1738,225270.984375
1739,330804.5
1740,239305.15625
1741,195563.234375
1742,181294.0
1743,175393.640625
1744,339077.65625
1745,253269.25
1746,334475.65625
1747,236385.734375
1748,227896.234375
1749,148767.1875
1750,141400.34375
1751,247747.953125
1752,126051.0625
1753,148993.703125
1754,192175.609375
1755,166095.609375
1756,115203.234375
1757,119311.4921875
1758,140159.453125
1759,160024.484375
1760,165772.46875
1761,145791.21875
1762,185733.203125
1763,156665.8125
1764,117581.0546875
1765,166338.71875
1766,184209.203125
1767,207212.578125
1768,139412.890625
1769,161349.0625
1770,142109.390625
1771,116411.421875
1772,141189.765625
1773,136361.890625
1774,129911.015625
1775,142390.234375
1776,127927.0390625
1777,106604.8046875
1778,130890.3046875
1779,122338.2734375
1780,173316.40625
1781,123310.2890625
1782,99682.9921875
1783,124987.1171875
1784,115077.3359375
1785,117032.4375
1786,121159.5390625
1787,125115.7421875
1788,67467.421875
1789,90149.3046875
1790,80952.6171875
1791,179854.28125
1792,170024.265625
1793,139368.71875
1794,138071.890625
1795,145797.828125
1796,147037.984375
1797,96240.5078125
1798,135048.21875
1799,113643.390625
1800,138401.484375
1801,138721.5
1802,153905.828125
1803,146235.15625
1804,119810.078125
1805,143607.078125
1806,114424.4453125
1807,107350.25
1808,115903.609375
1809,136495.984375
1810,148382.3125
1811,121461.0625
1812,99916.859375
1813,118066.078125
1814,100121.0546875
1815,55583.83984375
1816,113496.8984375
1817,128511.828125
1818,127486.5
1819,116470.4921875
1820,83086.2265625
1821,122390.7890625
1822,143587.328125
1823,45643.2734375
1824,151834.59375
1825,166112.5625
1826,109923.828125
1827,110069.3515625
1828,138003.34375
1829,91953.921875
1830,141762.9375
1831,185895.765625
1832,99440.8984375
1833,130903.796875
1834,149813.984375
1835,141374.40625
1836,130911.15625
1837,100875.921875
1838,146492.6875
1839,85088.4453125
1840,170357.46875
1841,121634.1484375
1842,68744.6640625
1843,151113.59375
1844,122194.859375
1845,176162.203125
1846,156527.890625
1847,168567.15625
1848,66183.2734375
1849,143477.90625
1850,128690.9765625
1851,148685.546875
1852,128005.0390625
1853,116858.3828125
1854,149241.703125
1855,158081.40625
1856,219781.875
1857,162511.8125
1858,142283.640625
1859,121169.640625
1860,151307.765625
1861,120428.515625
1862,245776.859375
1863,237082.5625
1864,237082.5625
1865,337334.0
1866,307076.71875
1867,263369.1875
1868,300346.90625
1869,202575.140625
1870,221782.03125
1871,249257.625
1872,144179.390625
1873,220076.265625
1874,118164.2734375
1875,189955.75
1876,187801.5
1877,200292.453125
1878,241105.9375
1879,119751.8828125
1880,111957.9375
1881,213016.0625
1882,257521.578125
1883,197653.859375
1884,233775.78125
1885,241851.328125
1886,218106.0
1887,180134.359375
1888,265917.09375
1889,149732.484375
1890,133381.703125
1891,127552.0390625
1892,111975.1484375
